 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
NISHIT,nishit@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,8.8,2,2,0
Kunjan,kunjan@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,7.9,3,3,0
Prashant ,prashant@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,7.5,4,4,0
Vinayak,vinayak@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,8.3,4,4,0
Vanita,vanita@xyz.com,95%,Silicon Institute of Technology,,6.4,5,5,0
Khushal,khushal@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.5,4,4,0
Pooja,pooja@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,7.7,3,3,0
Deepak,deepak@xyz.com,95%,Pillai College of Engineering New Panvel,,9.9,5,5,0
Mohammad Aftab,mohammadaftab@xyz.com,95%,St Xavier's College ,,7.6,2,2,0
Samiksha,samiksha@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,7.9,5,5,0
Ankit,ankit@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,7.7,4,4,0
Mayur,mayur@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,7.4,3,3,0
Sagarica,sagarica@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,9.2,5,5,0
Vishal,vishal@xyz.com,95%,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,,7.6,5,5,0
Pooja,pooja@xyz.com,95%,AP SHAH INSTITUTE OF TECHNOLOGY ,,8.7,3,3,0
Meenu,meenu@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,9.5,2,2,0
Shreedarshan ,shreedarshan@xyz.com,95%,Pillai College of Engineering New Panvel,,6.9,3,3,0
Chaitra,chaitra@xyz.com,95%,St Xavier's College ,,9.2,4,4,0
Jaspal,jaspal@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,6.9,2,2,0
HIMANI,himani@xyz.com,95%,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,7.2,2,2,0
Devendra,devendra@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,7.5,4,4,0
Aarti,aarti@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,6.5,4,4,0
Roshan,roshan@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,7.5,5,5,0
Merveille,merveille@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,6.9,3,3,0
chirag,chirag@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.6,5,5,0
Sourav,sourav@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,6.5,4,4,0
Nikita,nikita@xyz.com,95%,St.Francis Institute of Technology,,7.3,2,2,0
Jeetram,jeetram@xyz.com,95%,New horizon institute of Technology and Management ,,6.7,5,5,0
Atharva,atharva@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,8.7,3,3,0
Pranay,pranay@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,6.7,4,4,0
Rohan,rohan@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,9,5,5,0
Toseef,toseef@xyz.com,95%,A. C. Patil College of Engineering,,7.2,3,3,0
Ratan ,ratan@xyz.com,95%,Wilson college ,,8.5,2,2,0
Piyush,piyush@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,6.5,4,4,0
Pragati ,pragati@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,6.6,2,2,0
Neil,neil@xyz.com,95%,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",,9.5,2,2,0
Raj ,raj@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,8.1,5,5,0
Sakshi,sakshi@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,9.7,2,2,0
Mayank,mayank@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.3,2,2,0
Pooja,pooja@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,9.1,2,2,0
Parth ,parth@xyz.com,95%,Silicon Institute of Technology,,7.6,2,2,0
Priyanka,priyanka@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.8,5,5,0
Mukulkumar,mukulkumar@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,7.9,4,4,0
Ajay,ajay@xyz.com,95%,Pillai College of Engineering New Panvel,,8.5,2,2,0
Parth ,parth@xyz.com,95%,St Xavier's College ,,8.7,5,5,0
Suraj,suraj@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,8.3,4,4,0
Shivakumar,shivakumar@xyz.com,95%,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,9.4,4,4,0
Rachel,rachel@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,8.6,2,2,0
Atharva,atharva@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,8.5,4,4,0
Vinay,vinay@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,9.1,2,2,0
Prashasti,prashasti@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,7.7,5,5,0
Amit,amit@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.5,3,3,0
Akshay,akshay@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,7.2,3,3,0
sunny,sunny@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,7.6,2,2,0
shubhangi,shubhangi@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,7.3,3,3,0
H MD,hmd@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,7.3,4,4,0
Riya,riya@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,9.4,2,2,0
Purva,purva@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,6.6,5,5,0
Aparna,aparna@xyz.com,95%,St.Francis Institute of Technology,,6.6,2,2,0
Prerit,prerit@xyz.com,95%,New horizon institute of Technology and Management ,,8.5,2,2,0
Kirtiraj,kirtiraj@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,7.7,4,4,0
Isha,isha@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,8.1,2,2,0
Praveen,praveen@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,7.9,3,3,0
Ankit,ankit@xyz.com,95%,A. C. Patil College of Engineering,,7.1,5,5,0
Jaya ,jaya@xyz.com,95%,Wilson college ,,8.3,5,5,0
Aditi,aditi@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,7.7,4,4,0
Naeem,naeem@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,8,2,2,0
Sukanya,sukanya@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,6.5,5,5,0
Neha,neha@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,9.4,5,5,0
Rahul,rahul@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,6.8,5,5,0
Swapnil,swapnil@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,6.7,4,4,0
Manisha ,manisha@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,7.9,3,3,0
Viren,viren@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,9.3,4,4,0
Purvika,purvika@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,6.9,2,2,0
Snehal,snehal@xyz.com,95%,St.Francis Institute of Technology,,8.9,4,4,0
Ranjeet,ranjeet@xyz.com,95%,New horizon institute of Technology and Management ,,8.3,4,4,0
Ayushi ,ayushi@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,7.2,2,2,0
Prajal,prajal@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,8.1,5,5,0
Sanskriti,sanskriti@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,9.5,4,4,0
Srishti,srishti@xyz.com,95%,A. C. Patil College of Engineering,,9.6,5,5,0
Jyoti,jyoti@xyz.com,95%,Wilson college ,,7.5,2,2,0
Anand,anand@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,7.9,5,5,0
Manas,manas@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,9.3,2,2,0
Alston ,alston@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,9.6,4,4,0
Ankita,ankita@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.1,3,3,0
Aaditya,aaditya@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,7.3,2,2,0
Upmanyu,upmanyu@xyz.com,95%,Silicon Institute of Technology,,7.5,4,4,0
Sheena,sheena@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.6,2,2,0
Priyanka,priyanka@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,8,3,3,0
Pawan,pawan@xyz.com,95%,Pillai College of Engineering New Panvel,,7.2,2,2,0
Natasha,natasha@xyz.com,95%,St Xavier's College ,,9.1,2,2,0
Tejas,tejas@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,6.7,2,2,0
Siddheshwar ,siddheshwar@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,7.1,3,3,0
Siddhesh,siddhesh@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,7.1,4,4,0
Deepak,deepak@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.5,2,2,0
Pooja ,pooja@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,9.2,3,3,0
Yugal,yugal@xyz.com,95%,Silicon Institute of Technology,,7.9,5,5,0
Jainam,jainam@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.3,2,2,0
Mohd Yasin ,mohdyasin@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,7.3,4,4,0
Madhur ,madhur@xyz.com,95%,Pillai College of Engineering New Panvel,,7.8,5,5,0
Vishal,vishal@xyz.com,95%,St Xavier's College ,,9.1,3,3,0
Suvarna,suvarna@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,6.9,2,2,0
Nitanshu ,nitanshu@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,8.4,5,5,0
Apoorva,apoorva@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,6.7,2,2,0
Dattaprasad,dattaprasad@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,9.2,2,2,0
Abhishek ,abhishek@xyz.com,95%,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,,7.3,2,2,0
ARMAN,arman@xyz.com,95%,AP SHAH INSTITUTE OF TECHNOLOGY ,,7.9,3,3,0
Shubham,shubham@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,9.9,3,3,0
Sakshi,sakshi@xyz.com,95%,Pillai College of Engineering New Panvel,,7.6,5,5,0
Siddharth,siddharth@xyz.com,95%,St Xavier's College ,,9.3,5,5,0
Pratham,pratham@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,6.4,5,5,0
Rishabh,rishabh@xyz.com,95%,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,8.4,2,2,0
Roshuddin,roshuddin@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,6.6,4,4,0
Aishwarya,aishwarya@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,7.8,3,3,0
sheetal,sheetal@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,8.7,4,4,0
PRIYANSHI,priyanshi@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,7.2,3,3,0
Anjali ,anjali@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.1,3,3,0
Romil,romil@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,8,3,3,0
Shashank,shashank@xyz.com,95%,St.Francis Institute of Technology,,8.5,2,2,0
Shweta,shweta@xyz.com,95%,New horizon institute of Technology and Management ,,8.5,2,2,0
Shubham,shubham@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,9.1,3,3,0
PATIL,patil@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,9.7,4,4,0
DHIRAJ,dhiraj@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,8.7,4,4,0
Varsha ,varsha@xyz.com,95%,A. C. Patil College of Engineering,,6.5,2,2,0
Sneha,sneha@xyz.com,95%,Wilson college ,,8.8,2,2,0
Sakshi,sakshi@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,9.3,5,5,0
SIDDHANT,siddhant@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,7.6,2,2,0
Mona,mona@xyz.com,95%,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",,6.5,3,3,0
Mansi,mansi@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,8.7,2,2,0
Gre,gre@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,9.1,2,2,0
Bodduna,bodduna@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.2,4,4,0
Sayan,sayan@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,7.3,2,2,0
Prasad,prasad@xyz.com,95%,Silicon Institute of Technology,,7.6,3,3,0
Mrunali,mrunali@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.1,2,2,0
Akansha,akansha@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,8.3,4,4,0
Sandesh,sandesh@xyz.com,95%,Pillai College of Engineering New Panvel,,9.2,2,2,0
Rohitash,rohitash@xyz.com,95%,St Xavier's College ,,9.9,5,5,0
Aloysius,aloysius@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.3,5,5,0
Priyanka ,priyanka@xyz.com,95%,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,7.1,5,5,0
Dipti,dipti@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,7.5,2,2,0
Ritu,ritu@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,7.3,2,2,0
Harshal,harshal@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,7.4,3,3,0
Shweta,shweta@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,8.3,2,2,0
Samin,samin@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.4,2,2,0
Aditya,aditya@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,6.7,2,2,0
Girish,girish@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,7.3,4,4,0
Anchal ,anchal@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,9.7,3,3,0
Liny,liny@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,7.9,2,2,0
pranav,pranav@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.2,5,5,0
Pramugdhya Singh,pramugdhyasingh@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,7.1,5,5,0
Manasi,manasi@xyz.com,95%,St.Francis Institute of Technology,,8.7,3,3,0
Pallavi,pallavi@xyz.com,95%,New horizon institute of Technology and Management ,,8.7,4,4,0
Aakanksha,aakanksha@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,8.2,4,4,0
Ankit ,ankit@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,6.8,4,4,0
Uttam,uttam@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,7.1,4,4,0
Parag,parag@xyz.com,95%,A. C. Patil College of Engineering,,8.5,2,2,0
Ravikumar,ravikumar@xyz.com,95%,Wilson college ,,9.1,4,4,0
Vaishnavi,vaishnavi@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,9.5,2,2,0
Rahul,rahul@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,6.7,3,3,0
Arjun,arjun@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,6.7,2,2,0
Nishant,nishant@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,8.2,4,4,0
KHUSHBOO,khushboo@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,6.5,4,4,0
Murali,murali@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,8.7,5,5,0
Mayur ,mayur@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,9.1,4,4,0
Ashwin ,ashwin@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,8.9,5,5,0
Tanmay,tanmay@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,7.4,4,4,0
ANKIT,ankit@xyz.com,95%,St.Francis Institute of Technology,,7.3,4,4,0
Divyani,divyani@xyz.com,95%,New horizon institute of Technology and Management ,,8.6,3,3,0
Chetan,chetan@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,9.2,5,5,0
Shivani,shivani@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,7.8,4,4,0
Hrithik,hrithik@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,7.9,2,2,0
Grandhe,grandhe@xyz.com,95%,A. C. Patil College of Engineering,,9.9,4,4,0
Syed Irfan ,syedirfan@xyz.com,95%,Wilson college ,,8.1,3,3,0
van beslay,vanbeslay@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,9.5,3,3,0
Namrata,namrata@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,9.8,5,5,0
Tanveesh Singh,tanveeshsingh@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,9.6,5,5,0
Chirag,chirag@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.6,5,5,0
Anirudh,anirudh@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,6.2,3,3,0
shalaka,shalaka@xyz.com,95%,Silicon Institute of Technology,,9.1,5,5,0
Anupama,anupama@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,7.2,4,4,0
Piyush,piyush@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,9.5,3,3,0
PRADNYA ,pradnya@xyz.com,95%,Pillai College of Engineering New Panvel,,6.8,2,2,0
Piyush ,piyush@xyz.com,95%,St Xavier's College ,,8.4,3,3,0
Rohit,rohit@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,9.9,2,2,0
Anshika,anshika@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,6.6,3,3,0
Anushka ,anushka@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,6.7,4,4,0
Sandesh,sandesh@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,7.6,5,5,0
Smita,smita@xyz.com,95%,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,,8.3,5,5,0
Pranjal,pranjal@xyz.com,95%,Silicon Institute of Technology,,6.3,4,4,0
Sabahat,sabahat@xyz.com,95%,ADHIYAMAAN COLLEGE OF ENGINEERING,,8.9,2,2,0
Aishwary,aishwary@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,9.5,4,4,0
Karan,karan@xyz.com,95%,Pillai College of Engineering New Panvel,,8.5,4,4,0
Kanan,kanan@xyz.com,95%,St Xavier's College ,,8.5,5,5,0
SANA,sana@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,8.8,5,5,0
Priyanshi,priyanshi@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.9,5,5,0
Sowmya sree,sowmyasree@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,4,4,0
Pranshu,pranshu@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.3,2,2,0
Shardul,shardul@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.4,5,5,0
Anjali,anjali@xyz.com,95%,silicon institute of technology,,7.5,5,5,0
Arun,arun@xyz.com,95%,adhiyamaan college of engineering,,7.7,5,5,0
Purva,purva@xyz.com,95%,don bosco college of engineering fatorda goa,,9.9,4,4,0
Dipak,dipak@xyz.com,95%,pillai college of engineering new panvel,,7.6,4,4,0
Sejal,sejal@xyz.com,95%,st xavier's college ,,7.9,4,4,0
Santosh,santosh@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.7,4,4,0
Varun,varun@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.4,3,3,0
Abhinav,abhinav@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.2,2,2,0
Bhagyshree,bhagyshree@xyz.com,95%,government polytechnic gandhinagar,,7.6,4,4,0
Aarti,aarti@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.7,4,4,0
Brijesh,brijesh@xyz.com,95%,"vishwakarma institute of technology, pune",,9.5,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.9,4,4,0
Anas,anas@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.2,4,4,0
Piyush,piyush@xyz.com,95%,government polytechnic gandhinagar,,6.9,5,5,0
Yogesh,yogesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.2,2,2,0
Sarthak ,sarthak@xyz.com,95%,"vishwakarma institute of technology, pune",,7.5,2,2,0
Shailly ,shailly@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.5,3,3,0
Tapan,tapan@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,5,5,0
Jayendra,jayendra@xyz.com,95%,st.francis institute of technology,,6.9,5,5,0
Suyash,suyash@xyz.com,95%,new horizon institute of technology and management ,,7.6,5,5,0
Simran,simran@xyz.com,95%,late g. n. sapkal college of engineering,,6.5,2,2,0
SWARANGI,swarangi@xyz.com,95%,"symbiosis institute of technology, pune",,7.3,5,5,0
Shreyash ,shreyash@xyz.com,95%,"mit academy of engineering ,alandi",,6.7,4,4,0
Mushkan,mushkan@xyz.com,95%,a. c. patil college of engineering,,8.7,3,3,0
Gaurang,gaurang@xyz.com,95%,wilson college ,,6.7,2,2,0
Aniket,aniket@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9,2,2,0
Komal,komal@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.2,2,2,0
susmitha,susmitha@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,5,5,0
Ayush,ayush@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.5,4,4,0
Tusharkumar Sagar ,tusharkumarsagar@xyz.com,95%,government polytechnic gandhinagar,,6.6,5,5,0
Naresh,naresh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.5,4,4,0
Archana,archana@xyz.com,95%,"vishwakarma institute of technology, pune",,8.1,3,3,0
swapnil,swapnil@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.7,3,3,0
Yogesh,yogesh@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.3,2,2,0
Neha,neha@xyz.com,95%,st.francis institute of technology,,9.1,5,5,0
Tejas,tejas@xyz.com,95%,new horizon institute of technology and management ,,7.6,5,5,0
SHIVAM,shivam@xyz.com,95%,late g. n. sapkal college of engineering,,7.8,5,5,0
Milind ,milind@xyz.com,95%,"symbiosis institute of technology, pune",,7.9,5,5,0
NEELAM,neelam@xyz.com,95%,"mit academy of engineering ,alandi",,8.5,5,5,0
Karthik,karthik@xyz.com,95%,a. c. patil college of engineering,,8.7,3,3,0
